EPGChannelID,ChannelName,GuideChannelNum,StreamURL,NumCaptionTracks,Error
665,Showtime - Eastern Feed,1835,https://str2atl270.mdu1.tv/SHOWTIME-1835/index.m3u8,3,
664,WE (Women's Entertainment) - Eastern,1218,https://str2atl270.mdu1.tv/WETV-1218/index.m3u8,3,
662,Travel US - East,1410,https://str2atl270.mdu1.tv/TRAVEL-1410/index.m3u8,3,
661,Cartoon Network USA - Eastern Feed,1301,https://str2atl270.mdu1.tv/CARTOON_NETWORK-1301/index.m3u8,3,
659,Oxygen - Eastern Feed,1516,https://str2atl270.mdu1.tv/OXYGEN-1516/index.m3u8,3,
657,National Geographic US - Eastern,1225,https://str2atl270.mdu1.tv/NAT_GEO-1225/index.m3u8,3,
655,MSNBC USA,1513,https://str2atl270.mdu1.tv/MSNBC-1513/index.m3u8,3,
654,Lifetime Network US - Eastern Feed,1214,https://str2atl270.mdu1.tv/LIFETIME-1214/index.m3u8,3,
652,FX Networks East Coast,1502,https://str2atl270.mdu1.tv/FX-1502/index.m3u8,3,
650,ESPN2,1602,https://str2atl270.mdu1.tv/ESPN-2-1602/index.m3u8,3,
649,Discovery Channel (US) - Eastern Feed,1123,https://str2atl270.mdu1.tv/DISCOVERY-1123/index.m3u8,3,
648,C-SPAN,1131,https://str2atl270.mdu1.tv/CSPAN-1131/index.m3u8,3,
646,Bravo USA - Eastern Feed,1505,https://str2atl270.mdu1.tv/BRAVO-1505/index.m3u8,3,
645,Animal Planet US - East,1125,https://str2atl270.mdu1.tv/ANIMAL_PLANET-1125/index.m3u8,3,
640,USA Network - East Feed,1521,https://str2atl270.mdu1.tv/USA-1521/index.m3u8,3,
624,VICE,1135,https://str2atl270.mdu1.tv/VICE-1135/index.m3u8,3,
623,HGTV USA - Eastern Feed,1402,https://str2atl270.mdu1.tv/HGTV-1402/index.m3u8,3,
622,Magnolia - East,1403,https://str2atl270.mdu1.tv/DIY-1403/index.m3u8,3,
621,History Channel US - Eastern Feed,1118,https://str2atl270.mdu1.tv/HISTORY-1118/index.m3u8,3,
620,EWTN USA,1550,https://str2atl270.mdu1.tv/EWTN-1550/index.m3u8,1,
617,E! Entertainment USA - Eastern Feed,1510,https://str2atl270.mdu1.tv/E-1510/index.m3u8,3,
615,BBC America - East,1576,https://str2atl270.mdu1.tv/BBC_AMERICA-1576/index.m3u8,3,
596,Syfy - Eastern Feed,1518,https://str2atl270.mdu1.tv/SYFY-1518/index.m3u8,3,
595,Disney - Eastern Feed,1206,https://str2atl270.mdu1.tv/DISNEY-1206/index.m3u8,3,
594,ESPN,1601,https://str2atl270.mdu1.tv/ESPN-1601/index.m3u8,3,
583,Starz - Eastern,1821,https://str2atl270.mdu1.tv/STARZ-1821/index.m3u8,3,
527,BBC World - North America,1580,https://str2atl270.mdu1.tv/BBC_WN-1580/index.m3u8,3,
425,HLN,1007,https://str2atl270.mdu1.tv/HLN-1007/index.m3u8,3,
347,TNT - Eastern Feed,1011,https://str2atl270.mdu1.tv/TNT-1011/index.m3u8,3,
333,truTV USA - Eastern,1012,https://str2atl270.mdu1.tv/TRU-1012/index.m3u8,3,
329,Game Show Network - East,1400,https://str2atl270.mdu1.tv/GSN-1400/index.m3u8,3,
201,CNBC USA,1508,https://str2atl270.mdu1.tv/CNBC-1508/index.m3u8,3,
193,Golf Channel USA,1512,https://str2atl270.mdu1.tv/GOLF-1512/index.m3u8,3,
177,AMC - Eastern Feed,1757,https://str2atl270.mdu1.tv/AMC-1757/index.m3u8,3,
176,Turner Classic Movies USA,1751,https://str2atl270.mdu1.tv/TCM-1751/index.m3u8,3,
70,CNN,1006,https://str2atl270.mdu1.tv/CNN-1006/index.m3u8,3,
61,TBS - East,1008,https://str2atl270.mdu1.tv/TBS-1008/index.m3u8,3,
2,A&E US - Eastern Feed,1213,https://str2atl270.mdu1.tv/A-E-1213/index.m3u8,3,
